race_id,driver_id,constructor_id,grid,position,position_order,points,laps,status
1950_5,fagioli,alfa,3,2,2,6.0,35,Finished
1950_5,rosier,lago,8,3,3,4.0,35,Finished
1951_1,fangio,alfa,1,1,1,9.0,42,Finished
1951_1,taruffi,ferrari,6,2,2,6.0,42,Finished
1951_1,farina,alfa,2,3,3,4.0,42,Finished
1951_1,sanesi,alfa,4,4,4,3.0,41,+1 Lap
1951_1,graffenried,alfa,5,5,5,2.0,40,+2 Laps
1951_1,ascari,ferrari,7,6,6,0.0,40,+2 Laps
1951_1,chiron,maserati,19,7,7,0.0,40,+2 Laps
1951_1,moss,hwm,14,8,8,0.0,40,+2 Laps
1951_1,rosier,lago,8,9,9,0.0,39,+3 Laps
1951_1,etancelin,lago,12,10,10,0.0,39,+3 Laps
1951_1,fischer,ferrari,10,11,11,0.0,39,+3 Laps
1951_1,schell,maserati,17,12,12,0.0,38,+4 Laps
1951_1,claes,lago,18,13,13,0.0,35,+7 Laps
1951_1,guy_mairesse,lago,21,14,14,0.0,31,+11 Laps
1951_1,whitehead,ferrari,9,R,15,0.0,36,Accident
1951_1,louveau,lago,11,R,16,0.0,30,Accident
1951_1,abecassis,hwm,20,R,17,0.0,23,Magneto
1951_1,cabantous,lago,15,R,18,0.0,14,Ignition
1951_1,villoresi,ferrari,3,R,19,0.0,12,Accident
1951_1,gonzalez,lago,13,R,20,0.0,10,Oil pump
1951_1,hirt,veritas,16,R,21,0.0,0,Fuel system
1951_2,wallard,kurtis_kraft,2,1,1,9.0,200,Finished
1951_2,nazaruk,kurtis_kraft,7,2,2,6.0,200,Finished
1951_2,mcgrath,kurtis_kraft,3,3,3,2.0,200,Finished
1951_2,ayulo,kurtis_kraft,3,3,3,2.0,200,Finished
1951_2,linden,sherman,31,4,4,3.0,200,Finished
1951_2,ball,schroeder,29,5,5,2.0,200,Finished
1951_2,banks,moore,17,6,6,0.0,200,Finished
1951_2,forberg,kurtis_kraft,24,7,7,0.0,193,+7 Laps
1951_2,darter,deidt,4,8,8,0.0,180,+20 Laps
1951_2,bettenhausen,deidt,9,R,9,0.0,178,Spun off
1951_2,nalon,kurtis_kraft,1,R,10,0.0,151,Retired
1951_2,force,kurtis_kraft,22,R,11,0.0,142,Engine
1951_2,hanks,kurtis_kraft,12,R,12,0.0,135,Engine
1951_2,schindler,kurtis_kraft,16,R,13,0.0,129,Engine
1951_2,rose,deidt,5,R,14,0.0,126,Accident
1951_2,faulkner,kuzma,14,R,15,0.0,123,Engine
1951_2,davies,pawl,27,R,16,0.0,110,Axle
1951_2,agabashian,kurtis_kraft,11,R,17,0.0,109,Clutch
1951_2,scarborough,kurtis_kraft,15,R,18,0.0,93,Heat shield fire
1951_2,mackey,hall,33,R,19,0.0,97,Clutch
1951_2,stevenson,marchese,19,R,20,0.0,93,Heat shield fire
1951_2,parsons,kurtis_kraft,8,R,21,0.0,87,Magneto
1951_2,green,kurtis_kraft,10,R,22,0.0,80,Engine
1951_2,ruttman,kurtis_kraft,6,R,23,0.0,78,Engine
1951_2,dinsmore,schroeder,32,R,24,0.0,73,Overheating
1951_2,miller,kurtis_kraft,28,R,25,0.0,56,Ignition
1951_2,walt_brown,kurtis_kraft,13,R,26,0.0,55,Magneto
1951_2,ward,bromme,25,R,27,0.0,34,Oil pipe
1951_2,griffith,kurtis_kraft,18,R,28,0.0,30,Axle
1951_2,vukovich,trevis,20,R,29,0.0,29,Oil leak
1951_2,george_connor,lesovsky,21,R,30,0.0,29,Transmission
1951_2,hellings,deidt,23,R,31,0.0,18,Engine
1951_2,mcdowell,maserati,26,R,32,0.0,15,Fuel leak
1951_2,james,watson,30,R,33,0.0,8,Transmission
1951_3,farina,alfa,2,1,1,8.0,36,Finished
1951_3,ascari,ferrari,4,2,2,6.0,36,Finished
1951_3,villoresi,ferrari,3,3,3,4.0,36,Finished
1951_3,rosier,lago,7,4,4,3.0,34,+2 Laps
1951_3,cabantous,lago,8,5,5,2.0,34,+2 Laps
1951_3,andre_pilette,lago,12,6,6,0.0,33,+3 Laps
1951_3,claes,lago,11,7,7,0.0,33,+3 Laps
1951_3,levegh,lago,13,8,8,0.0,32,+4 Laps
1951_3,fangio,alfa,1,9,9,1.0,32,+4 Laps
1951_3,chiron,lago,9,R,10,0.0,28,Engine
1951_3,sanesi,alfa,6,R,11,0.0,11,Radiator
1951_3,taruffi,ferrari,5,R,12,0.0,8,Transmission
1951_3,etancelin,lago,10,R,13,0.0,0,Transmission
1951_4,fangio,alfa,7,1,1,5.0,77,Finished
1951_4,fagioli,alfa,7,1,1,4.0,77,Finished
1951_4,gonzalez,ferrari,6,2,2,3.0,77,Finished
1951_4,ascari,ferrari,6,2,2,3.0,77,Finished
1951_4,villoresi,ferrari,4,3,3,4.0,74,+3 Laps
1951_4,reg_parnell,ferrari,9,4,4,3.0,73,+4 Laps
1951_4,farina,alfa,2,5,5,2.0,73,+4 Laps
1951_4,chiron,lago,8,6,6,0.0,71,+6 Laps
1951_4,cabantous,lago,11,7,7,0.0,71,+6 Laps
1951_4,chaboud,lago,14,8,8,0.0,69,+8 Laps
1951_4,guy_mairesse,lago,19,9,9,0.0,66,+11 Laps
1951_4,sanesi,alfa,5,10,10,0.0,58,+19 Laps
1951_4,fagioli,alfa,1,11,11,0.0,55,+22 Laps
1951_4,fangio,alfa,1,11,11,0.0,55,+22 Laps
1951_4,claes,lago,12,R,12,0.0,54,Accident
1951_4,rosier,lago,13,R,13,0.0,43,Transmission
1951_4,etancelin,lago,10,R,14,0.0,37,Engine
1951_4,gordini,simca,17,R,15,0.0,27,Engine
1951_4,schell,maserati,22,R,16,0.0,23,Overheating
1951_4,trintignant,simca,18,R,17,0.0,11,Engine
1951_4,ascari,ferrari,3,R,18,0.0,10,Gearbox
1951_4,simon,simca,21,R,19,0.0,7,Engine
1951_4,manzon,simca,23,R,20,0.0,3,Engine
1951_4,marimon,maserati,15,R,21,0.0,2,Engine
1951_4,graffenried,maserati,16,R,22,0.0,1,Transmission
1951_4,whitehead,ferrari,20,R,23,0.0,1,Engine
1951_5,gonzalez,ferrari,1,1,1,8.0,90,Finished
1951_5,fangio,alfa,2,2,2,6.0,90,Finished
1951_5,villoresi,ferrari,5,3,3,4.0,88,+2 Laps
1951_5,bonetto,alfa,7,4,4,3.0,87,+3 Laps
1951_5,reg_parnell,brm,20,5,5,2.0,85,+5 Laps
1951_5,sanesi,alfa,6,6,6,0.0,84,+6 Laps
1952_1,taruffi,ferrari,2,1,1,9.0,62,Finished
1952_1,fischer,ferrari,5,2,2,6.0,62,Finished
1952_1,behra,gordini,7,3,3,4.0,61,+1 Lap
1952_1,wharton,frazer_nash,13,4,4,3.0,60,+2 Laps
1952_1,alan_brown,cooper,15,5,5,2.0,59,+3 Laps
1952_1,graffenried,maserati,8,6,6,0.0,58,+4 Laps
1952_1,hirt,ferrari,19,7,7,0.0,56,+6 Laps
1952_1,brandon,cooper,17,8,8,0.0,55,+7 Laps
1952_1,bira,simca,11,R,9,0.0,52,Engine
1952_1,farina,ferrari,4,R,10,0.0,51,Magneto
1952_1,simon,ferrari,4,R,10,0.0,51,Magneto
1952_1,schell,maserati,18,R,11,0.0,31,Engine
1952_1,moss,hwm,9,W,12,0.0,24,Withdrew
1952_1,macklin,hwm,12,W,13,0.0,24,Withdrew
1952_1,manzon,gordini,3,R,14,0.0,20,Radiator
1952_1,farina,ferrari,1,R,15,0.0,16,Magneto
1952_1,collins,hwm,6,R,16,0.0,12,Halfshaft
1952_1,abecassis,hwm,10,R,17,0.0,12,Halfshaft
1952_1,hans_stuck,afm,14,R,18,0.0,4,Engine
1952_1,ulmen,veritas,16,R,19,0.0,4,Fuel leak
1952_1,rosier,ferrari,20,R,20,0.0,2,Accident
1952_1,terra,simca,21,R,21,0.0,1,Magneto
1952_2,ruttman,kuzma,7,1,1,8.0,200,Finished
1952_2,rathmann,kurtis_kraft,10,2,2,6.0,200,Finished
1952_2,hanks,kurtis_kraft,5,3,3,4.0,200,Finished
1952_2,darter,lesovsky,6,4,4,3.0,200,Finished
1952_2,cross,kurtis_kraft,20,5,5,2.0,200,Finished
1952_2,bryan,kurtis_kraft,21,6,6,0.0,200,Finished
1952_2,reece,kurtis_kraft,23,7,7,0.0,200,Finished
1952_2,george_connor,kurtis_kraft,14,8,8,0.0,200,Finished
1952_2,griffith,kurtis_kraft,9,9,9,0.0,200,Finished
1952_2,parsons,kurtis_kraft,31,10,10,0.0,200,Finished
1952_2,mcgrath,kurtis_kraft,3,11,11,0.0,200,Finished
1952_2,rigsby,watson,26,12,12,0.0,200,Finished
1952_2,james,kurtis_kraft,16,13,13,0.0,200,Finished
1952_2,schindler,stevens,15,14,14,0.0,200,Finished
1952_2,fonder,sherman,13,15,15,0.0,197,+3 Laps
1952_2,johnson,trevis,24,16,16,0.0,193,+7 Laps
1952_2,vukovich,kurtis_kraft,8,17,17,1.0,191,Steering
1952_2,stevenson,kurtis_kraft,11,18,18,0.0,187,+13 Laps
1952_2,banks,lesovsky,12,19,19,0.0,184,+16 Laps
1952_2,ayulo,lesovsky,28,20,20,0.0,184,+16 Laps
1952_2,mcdowell,kurtis_kraft,33,21,21,0.0,182,+18 Laps
1952_2,webb,bromme,29,R,22,0.0,162,Oil leak
1952_2,ward,kurtis_kraft,22,R,23,0.0,130,Oil pressure
1952_2,bettenhausen,deidt,30,R,24,0.0,93,Oil pressure
1952_2,nalon,kurtis_kraft,4,R,25,0.0,84,Supercharger
1952_2,sweikert,kurtis_kraft,32,R,26,0.0,77,Differential
1952_2,agabashian,kurtis_kraft,1,R,27,0.0,71,Turbo
1952_2,hartley,kurtis_kraft,18,R,28,0.0,65,Exhaust
1952_2,bob_scott,kurtis_kraft,25,R,29,0.0,49,Transmission
1952_2,miller,kurtis_kraft,27,R,30,0.0,41,Supercharger
1952_2,ascari,ferrari,19,R,31,0.0,40,Wheel
1952_2,ball,stevens,17,R,32,0.0,34,Gearbox
1952_2,linden,kurtis_kraft,2,R,33,0.0,20,Oil pump
1952_3,ascari,ferrari,1,1,1,9.0,36,Finished
1952_3,farina,ferrari,2,2,2,6.0,36,Finished
1952_3,manzon,gordini,4,3,3,4.0,36,Finished
1952_3,hawthorn,cooper,6,4,4,3.0,35,+1 Lap
1952_3,frere,hwm,8,5,5,2.0,34,+2 Laps
1952_3,alan_brown,cooper,9,6,6,0.0,34,+2 Laps
1952_3,tornaco,ferrari,13,7,7,0.0,33,+3 Laps
1952_3,claes,gordini,19,8,8,0.0,33,+3 Laps
1952_3,brandon,cooper,12,9,9,0.0,33,+3 Laps
1952_3,bira,simca,18,10,10,0.0,32,+4 Laps
1952_3,macklin,hwm,14,11,11,0.0,32,+4 Laps
1952_3,laurent,hwm,20,12,12,0.0,32,+4 Laps
1952_3,legat,veritas,21,13,13,0.0,31,+5 Laps
1952_3,obrien,simca,22,14,14,0.0,30,+6 Laps
1952_3,gaze,hwm,16,15,15,0.0,30,+6 Laps
1952_3,charrington,butterworth,15,R,16,0.0,17,Engine
1952_3,taruffi,ferrari,3,R,17,0.0,13,Accident
1952_3,behra,gordini,5,R,18,0.0,13,Accident
1952_3,wharton,frazer_nash,7,R,19,0.0,10,Spun off
1952_3,rosier,ferrari,17,R,20,0.0,6,Transmission
1952_3,collins,hwm,11,R,21,0.0,3,Halfshaft
1952_3,moss,era,10,R,22,0.0,0,Engine
1952_4,ascari,ferrari,1,1,1,9.0,77,Finished
1952_4,farina,ferrari,2,2,2,6.0,76,+1 Lap
1952_4,taruffi,ferrari,3,3,3,4.0,75,+2 Laps
1952_4,manzon,gordini,5,4,4,3.0,74,+3 Laps
1952_4,trintignant,simca,6,5,5,2.0,72,+5 Laps
1952_4,collins,hwm,8,6,6,0.0,70,+7 Laps
1952_4,behra,gordini,4,7,7,0.0,70,+7 Laps
1952_4,etancelin,maserati,18,8,8,0.0,70,+7 Laps
1952_4,macklin,hwm,14,9,9,0.0,70,+7 Laps
1952_4,cabantous,hwm,10,10,10,0.0,68,+9 Laps
1952_4,hirt,ferrari,17,11,11,0.0,66,+11 Laps
1952_4,fischer,ferrari,17,11,11,0.0,66,+11 Laps
1952_4,comotti,ferrari,16,12,12,0.0,63,+14 Laps
1952_4,bira,gordini,7,R,13,0.0,56,Axle
1952_4,hawthorn,cooper,15,R,14,0.0,51,Ignition
1952_4,graffenried,maserati,12,R,15,0.0,34,Brakes
1952_4,schell,maserati,12,R,15,0.0,34,Brakes
1952_4,whitehead,alta,13,R,16,0.0,17,Clutch
1952_4,rosier,ferrari,9,R,17,0.0,17,Engine
1952_4,claes,simca,20,R,18,0.0,15,Engine
1952_4,schell,maserati,11,R,19,0.0,7,Gearbox
1952_4,carini,ferrari,19,R,20,0.0,2,Engine
1952_5,ascari,ferrari,2,1,1,9.0,85,Finished
1953_1,ascari,ferrari,1,1,1,9.0,97,Finished
1953_1,villoresi,ferrari,3,2,2,6.0,96,+1 Lap
1953_1,gonzalez,maserati,5,3,3,4.0,96,+1 Lap
1953_1,hawthorn,ferrari,6,4,4,3.0,96,+1 Lap
1953_1,galvez,maserati,9,5,5,2.0,96,+1 Lap
1953_1,behra,gordini,11,6,6,0.0,94,+3 Laps
1953_1,schell,gordini,7,7,7,0.0,91,+6 Laps
1953_1,trintignant,gordini,7,7,7,0.0,91,+6 Laps
1953_1,john_barber,cooper,16,8,8,0.0,90,+7 Laps
1953_1,alan_brown,cooper,12,9,9,0.0,87,+10 Laps
1953_1,manzon,gordini,8,R,10,0.0,67,Wheel
1953_1,fangio,maserati,2,R,11,0.0,36,Transmission
1953_1,bonetto,maserati,15,R,12,0.0,32,Transmission
1953_1,farina,ferrari,4,R,13,0.0,31,Accident
1953_1,menditeguy,gordini,10,R,14,0.0,24,Gearbox
1953_1,birger,simca,14,R,15,0.0,21,Differential
1953_1,cruz,cooper,13,R,16,0.0,20,Wheel
1953_2,vukovich,kurtis_kraft,1,1,1,9.0,200,Finished
1953_2,cross,kurtis_kraft,12,2,2,6.0,200,Finished
1953_2,darter,kurtis_kraft,9,3,3,2.0,200,Finished
1953_2,hanks,kurtis_kraft,9,3,3,2.0,200,Finished
1953_2,agabashian,kurtis_kraft,2,4,4,1.5,200,Finished
1953_2,paul_russo,kurtis_kraft,2,4,4,1.5,200,Finished
1953_2,mcgrath,kurtis_kraft,3,5,5,2.0,200,Finished
1953_2,daywalt,kurtis_kraft,21,6,6,0.0,200,Finished
1953_2,rathmann,kurtis_kraft,25,7,7,0.0,200,Finished
1953_2,johnson,kurtis_kraft,25,7,7,0.0,200,Finished
1953_2,mccoy,stevens,20,8,8,0.0,200,Finished
1953_2,bettenhausen,kuzma,6,9,9,0.0,196,Accident
1953_2,stevenson,kuzma,6,9,9,0.0,196,Accident
1953_2,hartley,kuzma,6,9,9,0.0,196,Accident
1953_2,davies,kurtis_kraft,32,10,10,0.0,193,+7 Laps
1953_2,nalon,kurtis_kraft,26,11,11,0.0,191,Accident
1953_2,bob_scott,kurtis_kraft,19,12,12,0.0,190,+10 Laps
1953_2,scarborough,kurtis_kraft,19,12,12,0.0,190,+10 Laps
1953_2,ayulo,kuzma,4,13,13,0.0,184,Engine
1953_2,bryan,schroeder,31,14,14,0.0,183,+17 Laps
1953_2,rathmann,kurtis_kraft,28,15,15,0.0,177,Magneto
1953_2,holland,kurtis_kraft,28,15,15,0.0,177,Magneto
1953_2,ward,kurtis_kraft,10,16,16,0.0,177,Axle
1953_2,linden,kurtis_kraft,10,16,16,0.0,177,Axle
1953_2,dinsmore,kurtis_kraft,10,16,16,0.0,177,Axle
1953_2,faulkner,kurtis_kraft,14,17,17,0.0,176,+24 Laps
1953_2,mantz,kurtis_kraft,14,17,17,0.0,176,+24 Laps
1953_2,teague,kurtis_kraft,22,R,18,0.0,169,Oil leak
1953_2,thomson,kurtis_kraft,18,R,19,0.0,166,Oil leak
1953_2,holmes,kurtis_kraft,18,R,19,0.0,166,Oil leak
1953_2,webb,kurtis_kraft,18,R,19,0.0,166,Oil leak
1953_2,sweikert,kuzma,29,R,20,0.0,151,Suspension
1953_2,nazaruk,turner,23,R,21,0.0,146,Transmission
1953_2,flaherty,kuzma,24,R,22,0.0,115,Accident
1953_2,hoyt,kurtis_kraft,7,R,23,0.0,107,Overheating
1953_2,stevenson,kurtis_kraft,7,R,23,0.0,107,Overheating
1953_2,linden,kurtis_kraft,7,R,23,0.0,107,Overheating
1953_2,darter,lesovsky,27,R,24,0.0,94,Ignition
1953_2,paul_russo,kurtis_kraft,17,R,25,0.0,89,Magneto
1953_2,parsons,kurtis_kraft,8,R,26,0.0,86,Engine
1953_2,freeland,watson,15,R,27,0.0,76,Accident
1953_2,hartley,kurtis_kraft,13,R,28,0.0,53,Accident
1953_2,stevenson,kuzma,16,R,29,0.0,42,Fuel leak
1953_2,niday,kurtis_kraft,30,R,30,0.0,30,Magneto
1953_2,bob_scott,bromme,11,R,31,0.0,14,Oil leak
1953_2,thomson,del_roy,33,R,32,0.0,6,Ignition
1953_2,linden,stevens,5,R,33,0.0,3,Accident
1953_3,ascari,ferrari,1,1,1,8.0,90,Finished
1953_3,farina,ferrari,3,2,2,6.0,90,Finished
1953_3,gonzalez,maserati,13,3,3,2.0,89,+1 Lap
1953_3,bonetto,maserati,13,3,3,2.0,89,+1 Lap
1953_3,hawthorn,ferrari,6,4,4,3.0,89,+1 Lap
1953_3,graffenried,maserati,7,5,5,2.0,88,+2 Laps
1953_3,trintignant,gordini,12,6,6,0.0,87,+3 Laps
1953_3,rosier,ferrari,8,7,7,0.0,86,+4 Laps
1953_3,collins,hwm,16,8,8,0.0,84,+6 Laps
1953_3,moss,connaught,9,9,9,0.0,83,+7 Laps
1953_3,villoresi,ferrari,4,R,10,1.0,67,Throttle
1953_3,mcalpine,connaught,14,R,11,0.0,63,Engine
1953_3,schell,gordini,10,R,12,0.0,59,Transmission
1953_3,claes,connaught,17,R,13,0.0,52,Not classified
1953_3,fangio,maserati,2,R,14,0.0,36,Axle
1953_3,mieres,gordini,19,R,15,0.0,28,Transmission
1953_3,gonzalez,maserati,5,R,16,0.0,22,Axle
1953_3,wharton,cooper,18,R,17,0.0,19,Physical
1953_3,salvadori,connaught,11,R,18,0.0,14,Engine
1953_3,macklin,hwm,15,R,19,0.0,7,Throttle
1953_4,ascari,ferrari,2,1,1,8.0,36,Finished
1953_4,villoresi,ferrari,5,2,2,6.0,36,Finished
1953_4,marimon,maserati,16,3,3,4.0,35,+1 Lap
1953_4,graffenried,maserati,9,4,4,3.0,35,+1 Lap
1953_4,trintignant,gordini,8,5,5,2.0,35,+1 Lap
1953_4,hawthorn,ferrari,7,6,6,0.0,35,+1 Lap
1953_4,schell,gordini,12,7,7,0.0,33,+3 Laps
1953_4,rosier,ferrari,13,8,8,0.0,33,+3 Laps
1953_4,wacker,gordini,15,9,9,0.0,32,+4 Laps
1953_4,frere,hwm,11,10,10,0.0,30,+6 Laps
1953_4,andre_pilette,connaught,18,11,11,0.0,29,+7 Laps
1953_4,claes,maserati,10,R,12,0.0,35,Accident
1953_4,fangio,maserati,10,R,12,0.0,35,Accident
1953_4,macklin,hwm,17,R,13,0.0,19,Engine
1953_4,farina,ferrari,4,R,14,0.0,16,Engine
1953_4,fangio,maserati,1,R,15,0.0,13,Engine
1954_1,fangio,maserati,3,1,1,8.0,87,Finished
1954_1,farina,ferrari,1,2,2,6.0,87,Finished
1954_1,gonzalez,ferrari,2,3,3,5.0,87,Finished
1954_1,trintignant,ferrari,5,4,4,3.0,86,+1 Lap
1954_1,bayol,gordini,15,5,5,2.0,85,+2 Laps
1954_1,schell,maserati,11,6,6,0.0,84,+3 Laps
1954_1,bira,maserati,10,7,7,0.0,83,+4 Laps
1954_1,graffenried,maserati,13,8,8,0.0,83,+4 Laps
1954_1,maglioli,ferrari,12,9,9,0.0,82,+5 Laps
1954_1,behra,gordini,17,D,10,0.0,61,Disqualified
1954_1,hawthorn,ferrari,4,D,11,0.0,52,Disqualified
1954_1,marimon,maserati,6,R,12,0.0,48,Engine
1954_1,mieres,maserati,8,R,13,0.0,37,Oil leak
1954_1,loyer,gordini,16,R,14,0.0,19,Oil pressure
1954_1,daponte,maserati,18,R,15,0.0,19,Gearbox
1954_1,rosier,ferrari,14,R,16,0.0,1,Accident
1954_1,musso,maserati,7,W,17,0.0,0,Withdrew
1954_1,menditeguy,maserati,9,W,18,0.0,0,Withdrew
1954_2,vukovich,kurtis_kraft,19,1,1,8.0,200,Finished
1954_2,bryan,kuzma,3,2,2,6.0,200,Finished
1954_2,mcgrath,kurtis_kraft,1,3,3,5.0,200,Finished
1954_2,ruttman,kurtis_kraft,11,4,4,1.5,200,Finished
1954_2,darter,kurtis_kraft,11,4,4,1.5,200,Finished
1954_2,nazaruk,kurtis_kraft,14,5,5,2.0,200,Finished
1954_2,agabashian,kurtis_kraft,24,6,6,0.0,200,Finished
1954_2,freeland,phillips,6,7,7,0.0,200,Finished
1954_2,hoyt,kurtis_kraft,32,8,8,0.0,200,Finished
1954_2,paul_russo,kurtis_kraft,32,8,8,0.0,200,Finished
1954_2,crockett,kurtis_kraft,25,9,9,0.0,200,Finished
1954_2,niday,stevens,13,10,10,0.0,200,Finished
1954_2,davies,kurtis_kraft,27,11,11,0.0,200,Finished
1954_2,cross,kurtis_kraft,27,11,11,0.0,200,Finished
1954_2,parsons,kurtis_kraft,27,11,11,0.0,200,Finished
1954_2,hanks,kurtis_kraft,27,11,11,0.0,200,Finished
1954_2,linden,kurtis_kraft,27,11,11,0.0,200,Finished
